,age,sex,race,degree,wrkstat,income,happy,number
2554,No answer,Female,White,Bachelor,Keeping house,$25000 or more,Pretty happy,0
2555,47,Male,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
2556,19,Female,White,High school,Working parttime,$25000 or more,Pretty happy,0
2557,55,Male,White,Junior college,Working fulltime,$25000 or more,Very happy,0
2558,21,Male,Black,Junior college,School,$25000 or more,Very happy,0
2559,45,Male,Other,Lt high school,Working fulltime,$25000 or more,Pretty happy,0
2560,51,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2561,57,Male,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
2562,51,Male,White,Junior college,Working fulltime,$25000 or more,Very happy,0
2563,41,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
2564,78,Female,White,High school,Retired,Refused,Pretty happy,0
2565,43,Male,White,Junior college,Working fulltime,Refused,Very happy,0
2566,38,Female,White,High school,Working parttime,$25000 or more,Pretty happy,0
2567,56,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2568,25,Female,White,Graduate,Working fulltime,$25000 or more,Very happy,0
2569,25,Male,Other,High school,Working fulltime,$25000 or more,Pretty happy,0
2570,46,Female,Black,Graduate,Working fulltime,$25000 or more,Pretty happy,0
2571,56,Male,White,Bachelor,Working fulltime,$25000 or more,Not too happy,0
2572,33,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2573,36,Female,White,High school,Keeping house,$20000 - 24999,Pretty happy,0
2574,73,Female,White,Lt high school,Retired,$25000 or more,Pretty happy,0
2575,39,Female,White,High school,Working parttime,$25000 or more,Pretty happy,0
2576,54,Male,White,High school,Working parttime,$15000 - 19999,Very happy,0
2577,69,Male,Black,High school,Retired,$25000 or more,Pretty happy,0
2578,43,Female,Other,Graduate,Working fulltime,$25000 or more,Pretty happy,0
2579,38,Female,White,High school,Working fulltime,$20000 - 24999,Pretty happy,0
2580,89 or older,Male,White,Lt high school,Retired,$15000 - 19999,Very happy,0
2581,53,Female,Other,Lt high school,Keeping house,$25000 or more,Very happy,0
2582,62,Female,Black,High school,Working fulltime,$25000 or more,Very happy,0
2583,35,Female,White,Lt high school,Keeping house,$1000 to 2999,Pretty happy,0
2584,58,Male,Black,High school,Working fulltime,Don't know,Very happy,0
2585,22,Female,White,High school,"Unempl, laid off",$6000 to 6999,Not too happy,0
2586,57,Male,White,High school,"Unempl, laid off",$15000 - 19999,Not too happy,0
2587,28,Female,Black,High school,Keeping house,$20000 - 24999,Pretty happy,0
2588,33,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2589,37,Female,Black,High school,Working fulltime,$20000 - 24999,Pretty happy,0
2590,36,Female,Black,High school,Working fulltime,$10000 - 14999,Pretty happy,0
2591,35,Male,Black,High school,"Unempl, laid off",$25000 or more,Not too happy,0
2592,41,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2593,57,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
2594,54,Female,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
2595,52,Male,White,High school,Keeping house,$25000 or more,Pretty happy,0
2596,27,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2597,83,Female,White,Graduate,Retired,$15000 - 19999,Very happy,0
2598,37,Male,White,Bachelor,Keeping house,$25000 or more,Pretty happy,0
2599,59,Female,White,Graduate,Retired,$25000 or more,Very happy,0
2600,30,Female,White,Junior college,Keeping house,$25000 or more,Pretty happy,0
2601,60,Female,Other,High school,Other,$25000 or more,Pretty happy,0
2602,23,Male,White,High school,Working parttime,$10000 - 14999,Not too happy,0
2603,59,Female,White,High school,Keeping house,$25000 or more,Pretty happy,0
2604,61,Female,White,High school,School,$10000 - 14999,Not too happy,0
2605,61,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
2606,58,Male,White,Bachelor,Retired,$25000 or more,Very happy,0
2607,44,Female,White,High school,Other,Refused,Very happy,0
2608,58,Male,White,Junior college,Other,$25000 or more,Pretty happy,0
2609,47,Female,White,High school,Working fulltime,$25000 or more,Very happy,0
2610,84,Male,White,Bachelor,Retired,$25000 or more,Pretty happy,0
2611,72,Male,White,Graduate,Working parttime,$25000 or more,Very happy,0
2612,70,Female,Other,Graduate,Retired,$25000 or more,Pretty happy,0
2613,23,Male,Black,High school,School,$8000 to 9999,Pretty happy,0
2614,65,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2615,29,Male,White,High school,Working parttime,$25000 or more,Pretty happy,0
2616,64,Male,White,High school,Retired,Refused,Not too happy,0
2617,61,Female,White,High school,Working parttime,Don't know,Pretty happy,0
2618,52,Female,White,Junior college,Retired,$10000 - 14999,Not too happy,0
2619,29,Female,White,High school,Working fulltime,$15000 - 19999,Pretty happy,0
2620,54,Female,White,Junior college,Retired,$20000 - 24999,Not too happy,0
2621,62,Female,White,Bachelor,Retired,$25000 or more,Very happy,0
2622,29,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2623,37,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2624,29,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2625,30,Female,White,Junior college,Working parttime,$25000 or more,Very happy,0
2626,57,Female,White,Junior college,Working parttime,$25000 or more,Pretty happy,0
2627,30,Male,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
2628,75,Female,White,Lt high school,Keeping house,Refused,Very happy,0
2629,45,Female,White,Graduate,Working parttime,$25000 or more,Pretty happy,0
2630,54,Female,Other,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2631,36,Male,Other,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2632,62,Male,Black,Graduate,Working parttime,$25000 or more,Very happy,0
2633,27,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2634,57,Female,White,High school,Working parttime,$10000 - 14999,Pretty happy,0
2635,22,Male,Other,High school,Working parttime,$20000 - 24999,Pretty happy,0
2636,27,Female,White,Junior college,Working fulltime,$25000 or more,Very happy,0
2637,46,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2638,37,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2639,33,Male,White,Junior college,Working fulltime,$25000 or more,Very happy,0
2640,71,Female,White,High school,Retired,$20000 - 24999,Pretty happy,0
2641,29,Female,White,Bachelor,Keeping house,Refused,Not too happy,0
2642,29,Female,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
2643,52,Female,White,Lt high school,Retired,$15000 - 19999,Not too happy,0
2644,53,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2645,41,Female,White,High school,Working fulltime,$15000 - 19999,Not too happy,0
2646,57,Female,White,High school,Other,Don't know,Pretty happy,0
2647,31,Female,White,Junior college,School,$25000 or more,Very happy,0
2648,60,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2649,73,Male,White,High school,Retired,Refused,Very happy,0
2650,23,Female,White,High school,Working fulltime,$10000 - 14999,Not too happy,0
2651,36,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2652,82,Female,White,High school,Retired,$25000 or more,Very happy,0
2653,54,Male,White,Junior college,Retired,$20000 - 24999,Pretty happy,0
2654,61,Female,White,Bachelor,Retired,$25000 or more,Pretty happy,0
2655,58,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2656,63,Male,Other,High school,Working fulltime,$25000 or more,Very happy,0
2657,83,Female,White,Lt high school,Other,$25000 or more,Not too happy,0
2658,80,Female,White,Junior college,Retired,$25000 or more,Very happy,0
2659,41,Female,White,Bachelor,Keeping house,$25000 or more,Pretty happy,0
2660,79,Male,White,High school,Retired,Refused,Pretty happy,0
2661,46,Female,Other,High school,Keeping house,$25000 or more,Pretty happy,0
2662,77,Male,White,High school,Retired,$25000 or more,Very happy,0
2663,66,Female,White,High school,Working fulltime,$20000 - 24999,Pretty happy,0
2664,77,Female,White,High school,Retired,$20000 - 24999,Pretty happy,0
2665,57,Female,Other,High school,Other,$8000 to 9999,Not too happy,0
2666,26,Female,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
2667,48,Female,Other,Lt high school,"Unempl, laid off",$8000 to 9999,Very happy,0
2668,51,Female,Other,Graduate,"Unempl, laid off",$25000 or more,Pretty happy,0
2669,42,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
2670,22,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2671,49,Male,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
2672,29,Female,Other,Lt high school,Keeping house,$1000 to 2999,Not too happy,0
2673,70,Female,Other,Lt high school,Keeping house,$3000 to 3999,Pretty happy,0
2674,42,Female,Other,Graduate,Working fulltime,$25000 or more,Pretty happy,0
2675,54,Female,Other,Lt high school,"Unempl, laid off",$5000 to 5999,Not too happy,0
2676,25,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2677,53,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2678,24,Male,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
2679,82,Female,White,Lt high school,Retired,$25000 or more,Pretty happy,0
2680,52,Female,White,High school,Working fulltime,Refused,Very happy,0
2681,24,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
2682,60,Male,White,Lt high school,Retired,$10000 - 14999,Not too happy,0
2683,22,Female,White,High school,Working fulltime,$25000 or more,Very happy,0
2684,34,Female,White,High school,Working fulltime,$25000 or more,Very happy,0
2685,54,Female,White,Junior college,Working fulltime,$25000 or more,Pretty happy,0
2686,31,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2687,42,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2688,55,Male,White,Lt high school,Other,$8000 to 9999,Pretty happy,0
2689,78,Male,White,Lt high school,Retired,$25000 or more,Pretty happy,0
2690,59,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2691,56,Male,Other,Lt high school,Retired,$25000 or more,Pretty happy,0
2692,57,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2693,55,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2694,63,Male,White,Graduate,Retired,$25000 or more,Pretty happy,0
2695,37,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2696,71,Male,White,Graduate,Retired,$25000 or more,Pretty happy,0
2697,54,Female,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
2698,78,Female,White,Graduate,Retired,$25000 or more,Pretty happy,0
2699,40,Male,White,High school,Working fulltime,$15000 - 19999,Pretty happy,0
2700,51,Female,White,High school,Working fulltime,$25000 or more,Very happy,0
2701,22,Male,White,High school,Keeping house,$25000 or more,Very happy,0
2702,83,Female,White,Lt high school,Retired,$10000 - 14999,Pretty happy,0
2703,69,Female,White,High school,Retired,$15000 - 19999,Not too happy,0
2704,46,Male,White,Lt high school,Keeping house,$8000 to 9999,Pretty happy,0
2705,34,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2706,36,Female,Other,High school,Working fulltime,$25000 or more,Pretty happy,0
2707,25,Female,White,Bachelor,Working fulltime,$10000 - 14999,Not too happy,0
2708,43,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2709,36,Female,Other,High school,School,$15000 - 19999,Pretty happy,0
2710,61,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2711,53,Female,White,High school,Working parttime,$25000 or more,Pretty happy,0
2712,72,Female,White,High school,Retired,$20000 - 24999,Not too happy,0
2713,31,Male,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
2714,31,Male,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
2715,21,Female,White,High school,Working parttime,$20000 - 24999,Pretty happy,0
2716,34,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2717,32,Female,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
2718,63,Male,White,Lt high school,Retired,$15000 - 19999,Very happy,0
2719,39,Female,White,Junior college,Keeping house,$25000 or more,Not too happy,0
2720,49,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2721,34,Male,White,High school,Working parttime,$25000 or more,Pretty happy,0
2722,73,Female,White,High school,Keeping house,$25000 or more,Pretty happy,0
2723,57,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2724,83,Male,White,High school,Retired,$1000 to 2999,Not too happy,0
2725,77,Male,White,High school,Working parttime,$20000 - 24999,Not too happy,0
2726,69,Male,White,High school,Retired,$25000 or more,Very happy,0
2727,29,Male,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
2728,63,Female,White,High school,Retired,$10000 - 14999,Not too happy,0
2729,38,Female,White,High school,Working parttime,$25000 or more,Pretty happy,0
2730,53,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2731,61,Female,White,High school,Working parttime,$20000 - 24999,Not too happy,0
2732,43,Female,White,High school,Keeping house,$10000 - 14999,Pretty happy,0
2733,48,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
2734,54,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2735,32,Female,White,Junior college,Working fulltime,$25000 or more,Pretty happy,0
2736,56,Male,White,High school,Working fulltime,$25000 or more,Not too happy,0
2737,69,Male,White,High school,Retired,$15000 - 19999,Pretty happy,0
2738,39,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2739,43,Female,White,Graduate,Working fulltime,$25000 or more,Very happy,0
2740,53,Female,White,High school,"Unempl, laid off",$25000 or more,Pretty happy,0
2741,54,Female,White,High school,Keeping house,$25000 or more,Very happy,0
2742,79,Female,White,High school,Retired,$10000 - 14999,Not too happy,0
2743,71,Female,White,High school,Retired,$25000 or more,Pretty happy,0
2744,61,Female,White,High school,Working fulltime,$25000 or more,Very happy,0
2745,23,Male,White,Lt high school,Working fulltime,$7000 to 7999,Pretty happy,0
2746,55,Male,White,High school,Working fulltime,Refused,Very happy,0
2747,60,Female,White,Lt high school,Keeping house,$20000 - 24999,Pretty happy,0
2748,72,Male,White,High school,Retired,$20000 - 24999,Not too happy,0
2749,60,Female,White,High school,Keeping house,$25000 or more,Very happy,0
2750,44,Female,White,High school,Working fulltime,$25000 or more,Very happy,0
2751,62,Male,White,Lt high school,Other,Don't know,Very happy,0
2752,50,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
2753,35,Female,White,Junior college,Working fulltime,$25000 or more,Pretty happy,0
2754,38,Female,White,High school,Keeping house,$15000 - 19999,Pretty happy,0
2755,61,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
2756,26,Male,White,High school,Working fulltime,$15000 - 19999,Very happy,0
2757,61,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2758,33,Female,White,Lt high school,Keeping house,$25000 or more,Not too happy,0
2759,46,Female,White,Lt high school,Keeping house,$25000 or more,Not too happy,0
2760,87,Female,Black,High school,Working parttime,Refused,Pretty happy,0
2761,46,Male,White,Lt high school,Working fulltime,$25000 or more,Very happy,0
2762,50,Male,White,Lt high school,Keeping house,Lt $1000,Not too happy,0
2763,39,Male,White,High school,Working fulltime,$25000 or more,Not too happy,0
